2015-10-29,10800.84
2015-10-28,10831.96
2015-10-27,10692.19
2015-10-26,10801.34
2015-10-23,10794.54
2015-10-22,10491.97
2015-10-21,10238.10
2015-10-20,10147.68
2015-10-19,10164.31
2015-10-16,10104.43
2015-10-15,10064.80
2015-10-14,9915.85
2015-10-13,10032.82
2015-10-12,10119.83
2015-10-09,10096.60
2015-10-08,9993.07
2015-10-07,9970.40
2015-10-06,9902.83
2015-10-05,9814.79
2015-10-02,9553.07
2015-10-01,9509.25
2015-09-30,9660.44
2015-09-29,9450.40
2015-09-28,9483.55
2015-09-25,9688.53
2015-09-24,9427.64
2015-09-23,9612.62
2015-09-22,9570.66
2015-09-21,9948.51
2015-09-18,9916.16
2015-09-17,10229.58
2015-09-16,10227.21
2015-09-15,10188.13
2015-09-14,10131.74
2015-09-11,10123.56
2015-09-10,10210.44
2015-09-09,10303.12
2015-09-08,10271.36
2015-09-07,10108.61
2015-09-04,10038.04
2015-09-03,10317.84
2015-09-02,10048.05
2015-09-01,10015.57
2015-08-31,10259.46
2015-08-28,10298.53
2015-08-27,10315.62
2015-08-26,9997.43
2015-08-25,10128.12
2015-08-24,9648.43
2015-08-21,10124.52
2015-08-20,10432.19
2015-08-19,10682.15
2015-08-18,10915.92
2015-08-17,10940.33
2015-08-14,10985.14
2015-08-13,11014.63
2015-08-12,10924.61
2015-08-11,11293.65
2015-08-10,11604.78
2015-08-07,11490.83
2015-08-06,11585.10
2015-08-05,11636.30
2015-08-04,11456.07
2015-08-03,11443.72
2015-07-31,11308.99
2015-07-30,11257.15
2015-07-29,11211.85
2015-07-28,11173.91
2015-07-27,11056.40
2015-07-24,11347.45
2015-07-23,11512.11
2015-07-22,11520.67
2015-07-21,11604.80
2015-07-20,11735.72
2015-07-17,11673.42
2015-07-16,11716.76
2015-07-15,11539.66
2015-07-14,11516.90
2015-07-13,11484.38
2015-07-10,11315.63
2015-07-09,10996.41
2015-07-08,10747.30
2015-07-07,10676.78
2015-07-06,10890.63
2015-07-03,11058.39
2015-07-02,11099.35
2015-07-01,11180.50
2015-06-30,10944.97
2015-06-29,11083.20
2015-06-26,11492.43
2015-06-25,11473.13
2015-06-24,11471.26
2015-06-23,11542.54
2015-06-22,11460.50
2015-06-19,11040.10
2015-06-18,11100.30
2015-06-17,10978.01
2015-06-16,11044.01
2015-06-15,10984.97
2015-06-12,11196.49
2015-06-11,11332.78
2015-06-10,11265.39
2015-06-09,11001.29
2015-06-08,11064.92
2015-06-05,11197.15
2015-06-04,11340.60
2015-06-03,11419.62
2015-06-02,11328.80
2015-06-01,11436.05
2015-05-29,11413.82
2015-05-28,11677.57
2015-05-27,11771.13
2015-05-26,11625.13
2015-05-22,11815.01
2015-05-21,11864.59
2015-05-20,11848.47
2015-05-19,11853.33
2015-05-18,11594.28
2015-05-15,11447.03
2015-05-14,11559.82
2015-05-13,11351.46
2015-05-12,11472.41
2015-05-11,11673.35
2015-05-08,11709.73
2015-05-07,11407.97
2015-05-06,11350.15
2015-05-05,11327.68
2015-05-04,11619.85
2015-04-30,11454.38
2015-04-29,11432.72
2015-04-28,11811.66
2015-04-27,12039.16
2015-04-24,11810.85
2015-04-23,11723.58
2015-04-22,11867.37
2015-04-21,11939.58
2015-04-20,11891.91
2015-04-17,11688.70
2015-04-16,11998.86
2015-04-15,12231.34
2015-04-14,12227.60
2015-04-13,12338.73
2015-04-10,12374.73
2015-04-09,12166.44
2015-04-08,12035.86
2015-04-07,12123.52
2015-04-02,11967.39
2015-04-01,12001.38
2015-03-31,11966.17
2015-03-30,12086.01
2015-03-27,11868.33
2015-03-26,11843.68
2015-03-25,11865.32
2015-03-24,12005.69
2015-03-23,11895.84
2015-03-20,12039.37
2015-03-19,11899.40
2015-03-18,11922.77
2015-03-17,11980.85
2015-03-16,12167.72
2015-03-13,11901.61
2015-03-12,11799.39
2015-03-11,11805.99
2015-03-10,11500.38
2015-03-09,11582.11
2015-03-06,11550.97
2015-03-05,11504.01
2015-03-04,11390.38
2015-03-03,11280.36
2015-03-02,11410.36
2015-02-27,11401.66
2015-02-26,11327.19
2015-02-25,11210.27
2015-02-24,11205.74
2015-02-23,11130.92
2015-02-20,11050.64
2015-02-19,11001.94
2015-02-18,10961.00
2015-02-17,10895.62
2015-02-16,10923.23
2015-02-13,10963.40
2015-02-12,10919.65
2015-02-11,10752.11
2015-02-10,10753.83
2015-02-09,10663.51
2015-02-06,10846.39
2015-02-05,10905.41
2015-02-04,10911.32
2015-02-03,10890.95
2015-02-02,10828.01
2015-01-30,10694.32
2015-01-29,10737.87
2015-01-28,10710.97
2015-01-27,10628.58
2015-01-26,10798.33
2015-01-23,10649.58
2015-01-22,10435.62
2015-01-21,10299.23
2015-01-20,10257.13
2015-01-19,10242.35
2015-01-16,10167.77
2015-01-15,10032.61
2015-01-14,9817.08
2015-01-13,9941.00
2015-01-12,9781.90
2015-01-09,9648.50
2015-01-08,9837.61
2015-01-07,9518.18
2015-01-06,9469.66
2015-01-05,9473.16
2015-01-02,9764.73
2014-12-30,9805.55
2014-12-29,9927.13
2014-12-23,9922.11
2014-12-22,9865.76
2014-12-19,9786.96
2014-12-18,9811.06
2014-12-17,9544.43
2014-12-16,9563.89
2014-12-15,9334.01
2014-12-12,9594.73
2014-12-11,9862.53
2014-12-10,9799.73
2014-12-09,9793.71
2014-12-08,10014.99
2014-12-05,10087.12
